ID_global,ID_colleccion,Name_Collecion,Link
02000,000,Inspirador,https://www.tiktok.com/@rvbengarcia/video/7233105596722040091
02001,001,Inspirador,https://www.tiktok.com/@tommythanhbui/video/7163401967937588526
02002,002,Inspirador,https://www.tiktok.com/@philosophyoffitness/video/6961503128055205126
02003,003,Inspirador,https://www.tiktok.com/@gilbertloop/video/7125494271439834374
02004,004,Inspirador,https://www.tiktok.com/@elviajederita/video/6995263248568274182
02005,005,Inspirador,https://www.tiktok.com/@paris2024officiel/video/7151810505408122118
02006,006,Inspirador,https://www.tiktok.com/@khaby.lame/video/7134361987206630662
02007,007,Inspirador,https://www.tiktok.com/@enriquealex/video/7221199729017818374
02008,008,Inspirador,https://www.tiktok.com/@marjikkk/video/7096297167899364614
02009,009,Inspirador,https://www.tiktok.com/@abisaysr/video/7215455145562213637
02010,010,Inspirador,https://www.tiktok.com/@faridieck/video/7214676023235841286
02011,011,Inspirador,https://www.tiktok.com/@rafaelorjuela_realtor/video/7214187523059256582
02012,012,Inspirador,https://www.tiktok.com/@theboiengpilot/video/6858283983248116997
02013,013,Inspirador,https://www.tiktok.com/@_fernandamonroy1/video/6974227060042534150
02014,014,Inspirador,https://www.tiktok.com/@successofc/video/6953682469723917573
02015,015,Inspirador,https://www.tiktok.com/@your_aesthetic_place/video/6977445161123056901
02016,016,Inspirador,https://www.tiktok.com/@danawang/video/6988834760999095554
02017,017,Inspirador,https://www.tiktok.com/@santcorstudio/video/6989122079681449222
02018,018,Inspirador,https://www.tiktok.com/@jessfoxcanoe/video/6990466391673441537
02019,019,Inspirador,https://www.tiktok.com/@successofc/video/6987422268787854597
02020,020,Inspirador,https://www.tiktok.com/@asbjorg_n/video/7192190767006371077
02021,021,Inspirador,https://www.tiktok.com/@65_strong/video/7193157831724502315
02022,022,Inspirador,https://www.tiktok.com/@euge_salgado10/video/6991774510882065669
02023,023,Inspirador,https://www.tiktok.com/@godcharless/video/7067329786481315077
02024,024,Inspirador,https://www.tiktok.com/@anuar_yutani/video/7019115016485997830
02025,025,Inspirador,https://www.tiktok.com/@auroracoddou/video/7101780800022105350
02026,026,Inspirador,https://www.tiktok.com/@invertirconcabeza/video/7038307903450647813
02027,027,Inspirador,https://www.tiktok.com/@planbviajero/video/7073555572007652613
02028,028,Inspirador,https://www.tiktok.com/@zebernardo_/video/7122413307079789829
02029,029,Inspirador,https://www.tiktok.com/@martinkikoo/video/7143979714586086661
02030,030,Inspirador,https://www.tiktok.com/@nomadadelmundo/video/7162960679408782597
02031,031,Inspirador,https://www.tiktok.com/@luis_aesthetics1/video/7180858398542482730
02032,032,Inspirador,https://www.tiktok.com/@tomiauto/video/7172147643139755270
02033,033,Inspirador,https://www.tiktok.com/@imjustinschmidt/video/7188912763710786858
02034,034,Inspirador,https://www.tiktok.com/@kmanus88/video/7186470355597413638
02035,035,Inspirador,https://www.tiktok.com/@fernandogame705/video/7014584426805988614
02036,036,Inspirador,https://www.tiktok.com/@visit/video/7082478249116224773
02037,037,Inspirador,https://www.tiktok.com/@rosuarezc/video/7106253785848089862
02038,038,Inspirador,https://www.tiktok.com/@bikercouple804/video/7107279412143377669
02039,039,Inspirador,https://www.tiktok.com/@therockrunner/video/6973006489837423877
02040,040,Inspirador,https://www.tiktok.com/@viantiafit_/video/7116183766661418245
02041,041,Inspirador,https://www.tiktok.com/@_luisa.ingrid_/video/7093190009452547334
02042,042,Inspirador,https://www.tiktok.com/@byvales/video/7171371383560146181
02043,043,Inspirador,https://www.tiktok.com/@kennedylamiress/video/7101164884150275334
02044,044,Inspirador,https://www.tiktok.com/@andremusgrove/video/7142152274880613638
02045,045,Inspirador,https://www.tiktok.com/@matu_sanso/video/7102195296528059654
02046,046,Inspirador,https://www.tiktok.com/@beibivenus/video/6876597448853245189
02047,047,Inspirador,https://www.tiktok.com/@notengoidea210/video/6978268602109545733
02048,048,Inspirador,https://www.tiktok.com/@dariotrainlife/video/7032271819600186629
02049,049,Inspirador,https://www.tiktok.com/@rochcastillomx/video/7159361628734065925
02050,050,Inspirador,https://www.tiktok.com/@hackling_m/video/7047767863356148997
02051,051,Inspirador,https://www.tiktok.com/@maeverett/video/7157360567672491310
02052,052,Inspirador,https://www.tiktok.com/@nataliapatino07/video/7052142726908824838
