ID_global,ID_colleccion,Name_Collecion,Link
06000,000,Favoritos,https://www.tiktok.com/@musiicalsx/video/7194151659105209605
06001,001,Favoritos,https://www.tiktok.com/@radicalchester/video/7069768205266341125
06002,002,Favoritos,https://www.tiktok.com/@mathlouis_90/video/7057000745308130566
06003,003,Favoritos,https://www.tiktok.com/@vicentegamiz/video/7168501308167605509
06004,004,Favoritos,https://www.tiktok.com/@tatan.fue/video/7125219185487138054
06005,005,Favoritos,https://www.tiktok.com/@theshinigamii/video/6910229554351197442
06006,006,Favoritos,https://www.tiktok.com/@teahmichh/video/7094939185726983425
06007,007,Favoritos,https://www.tiktok.com/@jirafifitaa/video/6921782627997420806
06008,008,Favoritos,https://www.tiktok.com/@davidaliagas/video/7038657016272833797
06009,009,Favoritos,https://www.tiktok.com/@danielmanzog/video/6833792823796436229
06010,010,Favoritos,https://www.tiktok.com/@maddiemalekos/video/6881735521995984133
