ID_global,ID_colleccion,Name_Collecion,Link
52000,000,IA,https://www.tiktok.com/@manditomata/video/7257594872037674245
52001,001,IA,https://www.tiktok.com/@tecnotutostv/video/7239893321823374598
52002,002,IA,https://www.tiktok.com/@nathchiriboga/video/7228300172537728261
52003,003,IA,https://www.tiktok.com/@xataka/video/7225695069221735707
52004,004,IA,https://www.tiktok.com/@julianfuentesv/video/7153731436376280325
52005,005,IA,https://www.tiktok.com/@xataka/video/7208176515203239173
52006,006,IA,https://www.tiktok.com/@paugarciamila/video/7145816753111584006
52007,007,IA,https://www.tiktok.com/@linkfydev/video/7003298855315918085
52008,008,IA,https://www.tiktok.com/@texvoz/video/7200578517032078597
52009,009,IA,https://www.tiktok.com/@jaquebue/video/7181183293939928326
52010,010,IA,https://www.tiktok.com/@zulumania/video/7195656862967106822
52011,011,IA,https://www.tiktok.com/@paugarciamila/video/7188160635820100869
52012,012,IA,https://www.tiktok.com/@tony.aube/video/7185241000435027242
52013,013,IA,https://www.tiktok.com/@synergy.ia/video/7198340494991101190
52014,014,IA,https://www.tiktok.com/@edsonstartingnet/video/7196485691847478534
