ID_global,ID_colleccion,Name_Collecion,Link
04000,000,Habitos,https://www.tiktok.com/@aguirrealfonso/video/6996751147629333766
04001,001,Habitos,https://www.tiktok.com/@mtivacion_necesaria/video/7194786342868569349
04002,002,Habitos,https://www.tiktok.com/@eirascheper/video/7209993464489004294
04003,003,Habitos,https://www.tiktok.com/@danielurdangarin/video/7236509429716339973
04004,004,Habitos,https://www.tiktok.com/@_lokillo_ff/video/7251506116394306821
04005,005,Habitos,https://www.tiktok.com/@chelo.garza/video/7052292527780613381
04006,006,Habitos,https://www.tiktok.com/@oskyvlk/video/7076218413470764294
04007,007,Habitos,https://www.tiktok.com/@cesartorres.co/video/7164549124564536582
04008,008,Habitos,https://www.tiktok.com/@quinorocca/video/7231848782567197978
04009,009,Habitos,https://www.tiktok.com/@13ollero/video/7246509585144532251
04010,010,Habitos,https://www.tiktok.com/@javierjonguitud/video/7216139752641252614
04011,011,Habitos,https://www.tiktok.com/@quinorocca/video/7236101369185307931
04012,012,Habitos,https://www.tiktok.com/@la_pildora_magica/video/7189430329218813190
04013,013,Habitos,https://www.tiktok.com/@organiseiton/video/7164505209069243653
04014,014,Habitos,https://www.tiktok.com/@emilio.garzabernal/video/7099858073283497222
04015,015,Habitos,https://www.tiktok.com/@despertandodurmiendo/video/7090349602422918401
04016,016,Habitos,https://www.tiktok.com/@guillermo_lamarca/video/7214961950109732102
04017,017,Habitos,https://www.tiktok.com/@angelcorbachoyt/video/7214086101152075013
04018,018,Habitos,https://www.tiktok.com/@sergi0silvestre/video/7190078806919597317
04019,019,Habitos,https://www.tiktok.com/@santiago.psainz/video/7176722328804478213
04020,020,Habitos,https://www.tiktok.com/@inakiemprende/video/6970041258127412486
04021,021,Habitos,https://www.tiktok.com/@keelocuente/video/7159689982318349573
04022,022,Habitos,https://www.tiktok.com/@sawabonaly.esencial/video/7164520766837427462
04023,023,Habitos,https://www.tiktok.com/@jose.libros/video/7160486048777260294
04024,024,Habitos,https://www.tiktok.com/@sebastianpajaresnlp/video/7174584558640270597
04025,025,Habitos,https://www.tiktok.com/@realmattgray/video/7221347781951212843
04026,026,Habitos,https://www.tiktok.com/@buhismo/video/7158183560216694021
04027,027,Habitos,https://www.tiktok.com/@leanmolinaa/video/7035775752893123845
04028,028,Habitos,https://www.tiktok.com/@stgoallamand/video/7172354380602084614
04029,029,Habitos,https://www.tiktok.com/@infinitespacesystem/video/7151204882370809134
04030,030,Habitos,https://www.tiktok.com/@leanmolinaa/video/6995326967260138758
04031,031,Habitos,https://www.tiktok.com/@rubigolazo/video/7124125052123090181
