ID_global,ID_colleccion,Name_Collecion,Link
27000,000,Autoconfianza,https://www.tiktok.com/@estoicocratico_/video/7213068926392012038
27001,001,Autoconfianza,https://www.tiktok.com/@psicologia.practica/video/7234959916510006533
27002,002,Autoconfianza,https://www.tiktok.com/@edgarg.rivas/video/7258694779343572230
27003,003,Autoconfianza,https://www.tiktok.com/@psic.andrea.esc/video/7244687041567542533
27004,004,Autoconfianza,https://www.tiktok.com/@montseaguirre7/video/6863161705912962305
27005,005,Autoconfianza,https://www.tiktok.com/@omarsanchez10x/video/7131199419952762118
27006,006,Autoconfianza,https://www.tiktok.com/@therobertawoodworth/video/7226801982919527686
27007,007,Autoconfianza,https://www.tiktok.com/@valspita/video/7158460409807244550
27008,008,Autoconfianza,https://www.tiktok.com/@faridieck/video/7207484973052398854
27009,009,Autoconfianza,https://www.tiktok.com/@jose.libros/video/7196851566794542342
27010,010,Autoconfianza,https://www.tiktok.com/@franciscosolaok/video/7210164701471182086
27011,011,Autoconfianza,https://www.tiktok.com/@mente.de_exito/video/7135000278658551045
27012,012,Autoconfianza,https://www.tiktok.com/@atraccioninterpersonal/video/7076928122473532677
27013,013,Autoconfianza,https://www.tiktok.com/@pipearci7/video/7011623533486918917
27014,014,Autoconfianza,https://www.tiktok.com/@they_talk/video/7021550233498832134
27015,015,Autoconfianza,https://www.tiktok.com/@carrotadventure/video/7006056367119289606
27016,016,Autoconfianza,https://www.tiktok.com/@psicologiaholisticaom5/video/7136727453573188870
27017,017,Autoconfianza,https://www.tiktok.com/@elvirabech/video/7120936636308901125
27018,018,Autoconfianza,https://www.tiktok.com/@emilio.garzabernal/video/7108049876797230341
27019,019,Autoconfianza,https://www.tiktok.com/@fermiralles/video/7015288040784448774
27020,020,Autoconfianza,https://www.tiktok.com/@pattimaciasec/video/7047323943912377605
